model,variable,tables,members,start,stop,grids,n_tables,n_members,n_grids,n_datasets,n_with_dates
IPSL-CM5A2-INCA,drynh4,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,drynoy,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,dryo3,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,dryoa,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,dryso2,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,dryso4,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,dryss,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,edt,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,emibc,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,emibvoc,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,emico,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,emidms,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,emidust,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,emiisop,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,emilnox,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,eminh3,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,eminox,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,emioa,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,emiso2,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,emiso4,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,emiss,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,epc100,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,epcalc100,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,epfe100,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,epsi100,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,evs,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,evspsbl,Amon,r1i1p1f1,1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gr,1,1,1,1,1
IPSL-CM5A2-INCA,evspsblpot,Emon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,evspsblsoi,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,evspsblveg,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,evu,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,expc,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,expcalc,"Emon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,expfe,"Emon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,expsi,"Emon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,fDeforestToAtmos,Emon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,fgco2,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,fgo2,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,fHarvest,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,fHarvestToAtmos,Emon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,fLitterSoil,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,fLuc,Emon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,fric,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,friver,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,froc,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,fsitherm,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,fVegLitter,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,grassFrac,"Eyr, Lmon",r1i1p1f1,1850-01-16T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,graz,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,h2o,"AERmon, AERmonZ",r1i1p1f1,1850-01-16T12:00:00Z,,"gr, grz",2,1,2,2,0
IPSL-CM5A2-INCA,hcho,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,hcl,"AERmon, AERmonZ",r1i1p1f1,1850-01-16T12:00:00Z,,"gr, grz",2,1,2,2,0
IPSL-CM5A2-INCA,hfevapds,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,hflsIs,LImon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,hfssIs,LImon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,hno3,"AERmon, AERmonZ",r1i1p1f1,1850-01-16T12:00:00Z,,"gr, grz",2,1,2,2,0
IPSL-CM5A2-INCA,ho2,AERmonZ,r1i1p1f1,1850-01-16T12:00:00Z,,grz,1,1,1,1,0
IPSL-CM5A2-INCA,hurs,"Amon, day",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,hursmax,day,r1i1p1f1,1850-01-01T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,hursmin,day,r1i1p1f1,1850-01-01T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,hus,"Amon, CFday, CFmon, day, Eday, EdayZ, Emon",r1i1p1f1,1850-01-01T00:00:00Z,,"gr, grz",7,1,2,7,0
IPSL-CM5A2-INCA,hus850,Eday,r1i1p1f1,1994-11-27T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,huss,Amon,r1i1p1f1,1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gr,1,1,1,1,1
IPSL-CM5A2-INCA,intdic,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,intpbfe,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,intpbsi,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,intpp,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,intppdiat,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,intppmisc,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,intppnitrate,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,intuadse,Emon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,intvadse,Emon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,isop,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,jno2,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,lai,"Eday, Lmon",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,landCoverFrac,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,lossch4,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,lossco,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,lossn2o,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,lwtoacsaer,Emon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,masscello,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,mc,"Amon, CFday",r1i1p1f1,1850-01-01T00:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,mcd,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,mcu,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,mlotst,"Eday, Omon",r1i1p1f1,1850-01-01T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,mlotstsq,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,mmraerh2o,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,mmrbc,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,mmrdust,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,mmrnh4,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,mmrno3,"AERmon, Emon",r1i1p1f1,1850-01-16T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,mmroa,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,mmrpm1,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,mmrpm10,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,mmrpm2p5,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,mmrso4,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,mmrsoa,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,mmrss,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,mrro,"day, Lmon",r1i1p1f1,1850-01-01T12:00:00Z,2014-12-16T12:00:00Z,gr,2,1,1,2,1
IPSL-CM5A2-INCA,mrros,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,mrso,"day, Lmon",r1i1p1f1,1850-01-01T12:00:00Z,2014-12-16T12:00:00Z,gr,2,1,1,2,1
IPSL-CM5A2-INCA,mrsos,"day, Lmon",r1i1p1f1,1850-01-01T12:00:00Z,2014-12-16T12:00:00Z,gr,2,1,1,2,1
IPSL-CM5A2-INCA,mrtws,Emon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,n2o,"AERmon, AERmonZ, Amon",r1i1p1f1,1850-01-16T12:00:00Z,,"gr, grz",3,1,2,3,0
IPSL-CM5A2-INCA,nbp,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,nep,Emon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,nh4,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,no,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,no2,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,no3,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,noy,AERmonZ,r1i1p1f1,1850-01-16T12:00:00Z,,grz,1,1,1,1,0
IPSL-CM5A2-INCA,npp,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,nppLeaf,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,nppRoot,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,nppWood,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,o2,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,o2min,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,o3,"AERmon, AERmonZ, Amon",r1i1p1f1,1850-01-16T12:00:00Z,,"gr, grz",3,1,2,3,0
IPSL-CM5A2-INCA,o3loss,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,o3prod,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,o3ste,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,od550bc,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,od550dust,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,od550no3,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,od550oa,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,od550so4,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,od550soa,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,od550ss,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,oh,"AERmon, AERmonZ",r1i1p1f1,1850-01-16T12:00:00Z,,"gr, grz",2,1,2,2,0
IPSL-CM5A2-INCA,omldamax,Oday,r1i1p1f1,1850-01-01T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,orogIs,LImon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,pan,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,pbfe,Oyr,r1i1p1f1,1850-07-02T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,pbo,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,pbsi,Oyr,r1i1p1f1,1850-07-02T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,pcalc,Oyr,r1i1p1f1,1850-07-02T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,pfull,"AERmon, Amon, CFday",r1i1p1f1,1850-01-01T00:00:00Z,,gr,3,1,1,3,0
IPSL-CM5A2-INCA,ph,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,phalf,"AERmon, Amon, CFday",r1i1p1f1,1850-01-01T00:00:00Z,,gr,3,1,1,3,0
IPSL-CM5A2-INCA,photo1d,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,phyc,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,phydiat,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,phyfe,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,phymisc,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,physi,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,pnitrate,Oyr,r1i1p1f1,1850-07-02T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,po4,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,pp,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,ppdiat,"Emon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,ppmisc,"Emon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,pr,"3hr, Amon, day",r1i1p1f1,1850-01-01T01:30:00Z,2014-12-31T12:00:00Z,gr,3,1,1,3,1
IPSL-CM5A2-INCA,prc,"Amon, day",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,prsn,"Amon, day, Omon",r1i1p1f1,1850-01-01T12:00:00Z,2014-12-16T12:00:00Z,gr,3,1,1,3,1
IPSL-CM5A2-INCA,prsnIs,LImon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,prveg,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,prw,"Amon, Eday",r1i1p1f1,1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gr,2,1,1,2,1
IPSL-CM5A2-INCA,ps,"AERmon, Amon, CFday, Emon",r1i1p1f1,1850-01-01T12:00:00Z,,gr,4,1,1,4,0
IPSL-CM5A2-INCA,psl,"Amon, day",r1i1p1f1,1850-01-01T12:00:00Z,2014-12-31T12:00:00Z,gr,2,1,1,2,1
IPSL-CM5A2-INCA,ptp,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,ra,Lmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,reffclws,Emon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,remoc,Oyr,r1i1p1f1,1850-07-02T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,residualFrac,"Eyr, Lmon",r1i1p1f1,1850-01-16T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,rldcs,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,rlds,"Amon, day",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,rldscs,"Amon, CFday",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,rldsIs,LImon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,rls,"day, Emon",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,rlu,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,rlucs,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,rlus,"Amon, day",r1i1p1f1,1850-01-01T12:00:00Z,2014-12-31T12:00:00Z,gr,2,1,1,2,1
IPSL-CM5A2-INCA,rlusIs,LImon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,rlut,"Amon, day",r1i1p1f1,1850-01-01T12:00:00Z,2014-12-31T12:00:00Z,gr,2,1,1,2,1
IPSL-CM5A2-INCA,rlutcs,"Amon, CFday",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,rsd,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,rsdcs,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,rsds,"Amon, day",r1i1p1f1,1850-01-01T12:00:00Z,2014-12-31T12:00:00Z,gr,2,1,1,2,2
IPSL-CM5A2-INCA,rsdscs,"Amon, CFday",r1i1p1f1,1850-01-01T12:00:00Z,2014-12-16T12:00:00Z,gr,2,1,1,2,1
IPSL-CM5A2-INCA,rsdsIs,LImon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,rsdt,"Amon, CFday",r1i1p1f1,1850-01-01T12:00:00Z,2014-12-16T12:00:00Z,gr,2,1,1,2,1
IPSL-CM5A2-INCA,rsntds,Omon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,rss,"day, Emon",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,rsu,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,rsucs,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,rsus,"Amon, day",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,rsuscs,"Amon, CFday",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,rsusIs,LImon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,rsut,"Amon, CFday",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,rsutcs,"Amon, CFday",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,rtmt,Amon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,sfcWind,"Amon, day",r1i1p1f1,1850-01-01T12:00:00Z,2014-12-31T12:00:00Z,gr,2,1,1,2,1
IPSL-CM5A2-INCA,sfdsi,"Omon, SImon",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,sftgrf,"Efx, LImon",r1i1p1f1,1850-01-16T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,si,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,siconc,"SIday, SImon",r1i1p1f1,1850-01-01T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,sistrxdtop,SImon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,sistrydtop,SImon,r1i1p1f1,1850-01-16T12:00:00Z,,gn,1,1,1,1,0
IPSL-CM5A2-INCA,sithick,"SIday, SImon",r1i1p1f1,1850-01-01T12:00:00Z,2014-12-16T12:00:00Z,gn,2,1,1,2,1
IPSL-CM5A2-INCA,sitimefrac,"SIday, SImon",r1i1p1f1,1850-01-01T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,smc,CFmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,snc,"day, LImon",r1i1p1f1,1850-01-01T12:00:00Z,2014-12-16T12:00:00Z,gr,2,1,1,2,1
IPSL-CM5A2-INCA,snw,"day, LImon",r1i1p1f1,1850-01-01T12:00:00Z,,gr,2,1,1,2,0
IPSL-CM5A2-INCA,so,Omon,r1i1p1f1,1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gn,1,1,1,1,1
IPSL-CM5A2-INCA,so2,AERmon,r1i1p1f1,1850-01-16T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,sos,"Oday, Omon",r1i1p1f1,1850-01-01T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,sossq,"Oday, Omon",r1i1p1f1,1850-01-01T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,t20d,"Eday, Emon",r1i1p1f1,1850-01-01T12:00:00Z,,gn,2,1,1,2,0
IPSL-CM5A2-INCA,ta,"AERmonZ, Amon, CFday, CFmon, day, Eday, EdayZ",r1i1p1f1,1850-01-01T00:00:00Z,,"gr, grz",7,1,2,7,0
IPSL-CM5A2-INCA,ta500,Eday,r1i1p1f1,1994-11-27T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,ta700,CFday,r1i1p1f1,1850-01-01T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,ta850,Eday,r1i1p1f1,1850-01-01T12:00:00Z,,gr,1,1,1,1,0
IPSL-CM5A2-INCA,talk,"Omon, Oyr",r1i1p1f1,1850-01-16T12:00:00Z,,gn,2,1,1,2,0
