model,variable,tables,members,start,stop,grids,n_tables,n_members,n_grids,n_datasets,n_with_dates
ACCESS-CM2,rsus,"Amon, day","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-31T12:00:00Z,gn,2,10,1,13,4
ACCESS-CM2,rsuscs,Amon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,4
ACCESS-CM2,rsut,Amon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,3
ACCESS-CM2,rsutcs,Amon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,4
ACCESS-CM2,rtmt,Amon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,3
ACCESS-CM2,sbl,"Amon, LImon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,2,10,1,20,2
ACCESS-CM2,sci,Amon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,1
ACCESS-CM2,sfcWind,"Amon, day","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-01T00:00:00Z,2014-12-16T12:00:00Z,gn,2,10,1,20,4
ACCESS-CM2,sfcWindmax,day,"r4i1p1f1, r5i1p1f1",1950-01-01T00:00:00Z,,gn,1,2,1,2,0
ACCESS-CM2,sfriver,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sftgif,"fx, LImon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,2,10,1,20,1
ACCESS-CM2,sftlf,fx,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",,,gn,1,10,1,10,0
ACCESS-CM2,sftof,Ofx,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",,,gn,1,10,1,10,0
ACCESS-CM2,shrubFrac,"Eyr, Lmon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,2,10,1,20,4
ACCESS-CM2,siage,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,siareaacrossline,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,siarean,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T12:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,siareas,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T12:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sicompstren,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,siconc,"SIday, SImon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-01T00:00:00Z,2014-12-16T12:00:00Z,gn,2,10,1,20,1
ACCESS-CM2,siconca,"SIday, SImon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-01T00:00:00Z,2014-12-16T12:00:00Z,gn,2,10,1,20,2
ACCESS-CM2,sidconcdyn,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sidconcth,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sidivvel,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sidmassdyn,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sidmassevapsubl,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sidmassgrowthbot,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sidmassgrowthwat,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sidmasslat,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sidmassmeltbot,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sidmassmelttop,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sidmasssi,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sidmassth,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sidmasstranx,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sidmasstrany,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,siextentn,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T12:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,siextents,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T12:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sifb,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,siflcondbot,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,siflcondtop,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,siflfwbot,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sifllatstop,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sifllwdtop,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sifllwutop,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,siflsenstop,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,siflsensupbot,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,siflswdtop,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,siflswutop,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sihc,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,simass,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,simassacrossline,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,simpconc,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sipr,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sisnconc,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sisnhc,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sisnmass,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sisnthick,"SIday, SImon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-01T00:00:00Z,,gn,2,10,1,20,0
ACCESS-CM2,sispeed,"SIday, SImon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-01T00:00:00Z,,gn,2,10,1,20,0
ACCESS-CM2,sistrxdtop,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sistrxubot,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sistrydtop,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sistryubot,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sitempbot,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sitemptop,"SIday, SImon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-01T00:00:00Z,,gn,2,10,1,20,0
ACCESS-CM2,sithick,"SIday, SImon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-01T00:00:00Z,2014-12-16T12:00:00Z,gn,2,10,1,20,4
ACCESS-CM2,siu,"SIday, SImon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-01T00:00:00Z,,gn,2,10,1,20,0
ACCESS-CM2,siv,"SIday, SImon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-01T00:00:00Z,,gn,2,10,1,20,0
ACCESS-CM2,sivol,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sivoln,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T12:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sivols,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T12:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sltovgyre,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,2
ACCESS-CM2,sltovovrt,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,1
ACCESS-CM2,sndmassdyn,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sndmassmelt,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sndmasssi,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,sndmasssnf,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,snm,LImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,1
ACCESS-CM2,snmassacrossline,SImon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,snw,"day, LImon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,2,10,1,13,4
ACCESS-CM2,so,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,1
ACCESS-CM2,sob,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,1
ACCESS-CM2,soga,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,2
ACCESS-CM2,sos,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,2
ACCESS-CM2,sosga,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T12:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,1
ACCESS-CM2,ta,"6hrPlevPt, Amon, day","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-31T12:00:00Z,gn,3,10,1,14,2
ACCESS-CM2,tas,"3hr, Amon, day","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-01T00:00:00Z,2014-12-31T12:00:00Z,gn,3,10,1,23,7
ACCESS-CM2,tasmax,"Amon, day","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-01T00:00:00Z,2014-12-31T12:00:00Z,gn,2,10,1,20,5
ACCESS-CM2,tasmin,"Amon, day","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-01T00:00:00Z,2014-12-16T12:00:00Z,gn,2,10,1,20,3
ACCESS-CM2,tauu,Amon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,1
ACCESS-CM2,tauuo,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,2
ACCESS-CM2,tauv,Amon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,tauvo,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,thetao,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,2014-12-16T12:00:00Z,gn,1,10,1,10,1
ACCESS-CM2,thetaoga,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T12:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,thkcello,Ofx,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",,,gn,1,10,1,10,0
ACCESS-CM2,tob,Omon,"r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-16T00:00:00Z,,gn,1,10,1,10,0
ACCESS-CM2,tos,"Oday, Omon","r1i1p1f1, r2i1p1f1, r3i1p1f1, r4i1p1f1, r5i1p1f1, r6i1p1f1, r7i1p1f1, r8i1p1f1, r9i1p1f1, r10i1p1f1",1850-01-01T00:00:00Z,2014-12-31T12:00:00Z,gn,2,10,1,20,6
