model,year,climate_zone,input_var,output_var,hsic,n_samples
LPJ-GUESS,2001,CD,precipitation,tran,0.009200815483540847,10661
LPJ-GUESS,2001,CD,lai,tran,0.021800450441058383,10661
LPJ-GUESS,2001,CD,precipitation,evspsblveg,6.179452568616539e-05,10661
LPJ-GUESS,2001,CD,lai,evspsblveg,0.05412530642239009,10661
LPJ-GUESS,2001,CD,precipitation,evspsblsoi,0.0020945343516129795,10661
LPJ-GUESS,2001,CD,lai,evspsblsoi,0.0005364898043478552,10661
LPJ-GUESS,2002,HW,precipitation,evapotrans,0.020775984414163992,13301
LPJ-GUESS,2002,HW,lai,evapotrans,0.0008957782576884293,13301
LPJ-GUESS,2002,HW,precipitation,tran,0.00869802403104982,13301
LPJ-GUESS,2002,HW,lai,tran,0.0010819862527812925,13301
LPJ-GUESS,2002,HW,precipitation,evspsblveg,0.0017851084389296434,13301
LPJ-GUESS,2002,HW,lai,evspsblveg,0.005768382514290126,13301
LPJ-GUESS,2002,HW,precipitation,evspsblsoi,0.0006304323758612887,13301
