model,year,climate_zone,input_var,output_var,pawn_median,pawn_max,n_samples
LPJ-GUESS,1995,HW,precipitation,evspsblveg,0.37443742532554386,0.626998000416203,13296
LPJ-GUESS,1995,HW,lai,evspsblveg,0.48291524471306535,0.7690438867927942,13296
LPJ-GUESS,1995,HW,precipitation,evspsblsoi,0.0943007628445733,0.30368780706278325,13296
LPJ-GUESS,1995,HW,lai,evspsblsoi,0.11828383156880068,0.23052667770509305,13296
LPJ-GUESS,1995,HD,precipitation,evapotrans,0.44050498755887135,0.6195564881124368,11879
LPJ-GUESS,1995,HD,lai,evapotrans,0.494491913834872,0.7896323705103905,11879
LPJ-GUESS,1995,HD,precipitation,tran,0.4297850860051676,0.6469001172532314,11879
LPJ-GUESS,1995,HD,lai,tran,0.5854465325590841,0.8544496654396477,11879
LPJ-GUESS,1995,HD,precipitation,evspsblveg,0.43214565063167354,0.6715244313947909,11879
LPJ-GUESS,1995,HD,lai,evspsblveg,0.5749664901108625,0.8115194513249905,11879
LPJ-GUESS,1995,HD,precipitation,evspsblsoi,0.26941093455530696,0.44045776676890414,11879
LPJ-GUESS,1995,HD,lai,evspsblsoi,0.22210027145206873,0.5599902836202189,11879
LPJ-GUESS,1995,CW,precipitation,evapotrans,0.23622042496243068,0.5182639831002014,22386
LPJ-GUESS,1995,CW,lai,evapotrans,0.35166801111290014,0.805064393153588,22386
LPJ-GUESS,1995,CW,precipitation,tran,0.20079105807505945,0.4685107321540249,22386
LPJ-GUESS,1995,CW,lai,tran,0.3769077981896496,0.8681345016926014,22386
LPJ-GUESS,1995,CW,precipitation,evspsblveg,0.2070923700124417,0.45124687304565353,22386
LPJ-GUESS,1995,CW,lai,evspsblveg,0.5303741502258489,0.8403062839113341,22386
LPJ-GUESS,1995,CW,precipitation,evspsblsoi,0.12321355428264769,0.4146460572184164,22386
LPJ-GUESS,1995,CW,lai,evspsblsoi,0.17047775222541706,0.3527389650114299,22386
LPJ-GUESS,1995,CD,precipitation,evapotrans,0.23069214132086097,0.42939263635729624,10734
LPJ-GUESS,1995,CD,lai,evapotrans,0.47545450912260795,0.7510937417052066,10734
LPJ-GUESS,1995,CD,precipitation,tran,0.2019549763136047,0.4232188091740654,10734
LPJ-GUESS,1995,CD,lai,tran,0.586726182543733,0.8747013874359447,10734
LPJ-GUESS,1995,CD,precipitation,evspsblveg,0.2317653646479811,0.4129638055125855,10734
LPJ-GUESS,1995,CD,lai,evspsblveg,0.5988266387087099,0.7633869508781682,10734
LPJ-GUESS,1995,CD,precipitation,evspsblsoi,0.23497959692497647,0.4690400012236192,10734
LPJ-GUESS,1995,CD,lai,evspsblsoi,0.22802503164292642,0.44975061806673733,10734
LPJ-GUESS,1996,HW,precipitation,evapotrans,0.330531422610793,0.5657848080147718,13295
LPJ-GUESS,1996,HW,lai,evapotrans,0.42779890681951216,0.7287218610648472,13295
LPJ-GUESS,1996,HW,precipitation,tran,0.26258767220750573,0.44118032953764635,13295
LPJ-GUESS,1996,HW,lai,tran,0.4431260550775208,0.7266189166032796,13295
LPJ-GUESS,1996,HW,precipitation,evspsblveg,0.36981140531569884,0.6265914881223367,13295
LPJ-GUESS,1996,HW,lai,evspsblveg,0.46551306811594606,0.7595568462336737,13295
LPJ-GUESS,1996,HW,precipitation,evspsblsoi,0.09469499246423693,0.2550769552689546,13295
LPJ-GUESS,1996,HW,lai,evspsblsoi,0.130726216783281,0.23420812278910896,13295
LPJ-GUESS,1996,HD,precipitation,evapotrans,0.4743539803736534,0.6373463482791029,11871
LPJ-GUESS,1996,HD,lai,evapotrans,0.49451794235376545,0.7996313909884797,11871
LPJ-GUESS,1996,HD,precipitation,tran,0.46917907707976964,0.6335224879576662,11871
LPJ-GUESS,1996,HD,lai,tran,0.5951884683969635,0.860756286647113,11871
LPJ-GUESS,1996,HD,precipitation,evspsblveg,0.46655154825402867,0.6456864253374719,11871
LPJ-GUESS,1996,HD,lai,evspsblveg,0.5644391048193806,0.8201741958375772,11871
LPJ-GUESS,1996,HD,precipitation,evspsblsoi,0.2703453735639091,0.46280341958886306,11871
LPJ-GUESS,1996,HD,lai,evspsblsoi,0.22532681961527304,0.6039693115129051,11871
LPJ-GUESS,1996,CW,precipitation,evapotrans,0.23735718413336945,0.5312797117013455,22423
LPJ-GUESS,1996,CW,lai,evapotrans,0.3521541635816384,0.7697145324538492,22423
LPJ-GUESS,1996,CW,precipitation,tran,0.20979417053680857,0.4734415527620565,22423
LPJ-GUESS,1996,CW,lai,tran,0.3674963000547856,0.855376309462199,22423
LPJ-GUESS,1996,CW,precipitation,evspsblveg,0.22866952810967794,0.4490276915169084,22423
LPJ-GUESS,1996,CW,lai,evspsblveg,0.5313671132963984,0.846013430934167,22423
LPJ-GUESS,1996,CW,precipitation,evspsblsoi,0.14181761407449972,0.37834350990119475,22423
LPJ-GUESS,1996,CW,lai,evspsblsoi,0.1636841423979233,0.3877990421631951,22423
LPJ-GUESS,1996,CD,precipitation,evapotrans,0.28761454995805436,0.4495008651961761,10685
LPJ-GUESS,1996,CD,lai,evapotrans,0.47387460336004417,0.7303054166577295,10685
LPJ-GUESS,1996,CD,precipitation,tran,0.256741942572064,0.44020621128996745,10685
LPJ-GUESS,1996,CD,lai,tran,0.5847235001638686,0.8585881171553977,10685
LPJ-GUESS,1996,CD,precipitation,evspsblveg,0.2716138605601125,0.44021584160409516,10685
LPJ-GUESS,1996,CD,lai,evspsblveg,0.6079181318241172,0.7797978772161214,10685
LPJ-GUESS,1996,CD,precipitation,evspsblsoi,0.14599033604207312,0.3976609724507912,10685
LPJ-GUESS,1996,CD,lai,evspsblsoi,0.16818132559588583,0.4838537715593185,10685
LPJ-GUESS,1997,HW,precipitation,evapotrans,0.29614130263234073,0.4675608456928064,13333
LPJ-GUESS,1997,HW,lai,evapotrans,0.4439085845863326,0.7118923850157723,13333
LPJ-GUESS,1997,HW,precipitation,tran,0.2597847485571986,0.4393562050445564,13333
LPJ-GUESS,1997,HW,lai,tran,0.4650685659489574,0.7747953443963536,13333
LPJ-GUESS,1997,HW,precipitation,evspsblveg,0.33450273616180237,0.5539086940441876,13333
LPJ-GUESS,1997,HW,lai,evspsblveg,0.47252129352746197,0.8056894263436045,13333
LPJ-GUESS,1997,HW,precipitation,evspsblsoi,0.11034261483050528,0.2370119972639496,13333
LPJ-GUESS,1997,HW,lai,evspsblsoi,0.16361048561097746,0.2742136632935704,13333
LPJ-GUESS,1997,HD,precipitation,evapotrans,0.4957579925535674,0.6570604157452454,11875
LPJ-GUESS,1997,HD,lai,evapotrans,0.507815878079036,0.8049005139110402,11875
LPJ-GUESS,1997,HD,precipitation,tran,0.44983434498698993,0.6560268907563025,11875
LPJ-GUESS,1997,HD,lai,tran,0.5758317470512033,0.8662751018961545,11875
LPJ-GUESS,1997,HD,precipitation,evspsblveg,0.47470801794082956,0.6398991596638656,11875
LPJ-GUESS,1997,HD,lai,evspsblveg,0.5768608895977317,0.8204783980152401,11875
LPJ-GUESS,1997,HD,precipitation,evspsblsoi,0.2756144548397109,0.4941509066784609,11875
LPJ-GUESS,1997,HD,lai,evspsblsoi,0.23415301438093972,0.5508572036150984,11875
LPJ-GUESS,1997,CW,precipitation,evapotrans,0.24709562109025918,0.5420464700625558,22380
LPJ-GUESS,1997,CW,lai,evapotrans,0.35268096514745306,0.7782394995531725,22380
LPJ-GUESS,1997,CW,precipitation,tran,0.2215817694369973,0.4943699731903485,22380
LPJ-GUESS,1997,CW,lai,tran,0.3789320822162645,0.8617962466487936,22380
LPJ-GUESS,1997,CW,precipitation,evspsblveg,0.23210455764075066,0.5110366398570152,22380
LPJ-GUESS,1997,CW,lai,evspsblveg,0.5393208221626452,0.8388739946380697,22380
LPJ-GUESS,1997,CW,precipitation,evspsblsoi,0.10862676872559035,0.3928060768543342,22380
LPJ-GUESS,1997,CW,lai,evspsblsoi,0.12258713136729224,0.41362823949955313,22380
LPJ-GUESS,1997,CD,precipitation,evapotrans,0.21301162380691147,0.45118643896358196,10708
LPJ-GUESS,1997,CD,lai,evapotrans,0.48721341446505906,0.7110698843103422,10708
LPJ-GUESS,1997,CD,precipitation,tran,0.19266291812445643,0.4267990598057178,10708
LPJ-GUESS,1997,CD,lai,tran,0.5790215226920055,0.8718716723397116,10708
LPJ-GUESS,1997,CD,precipitation,evspsblveg,0.2150647331299972,0.45510420579637656,10708
LPJ-GUESS,1997,CD,lai,evspsblveg,0.6103424248543895,0.7881074108139084,10708
LPJ-GUESS,1997,CD,precipitation,evspsblsoi,0.15063499097936775,0.4823976035439702,10708
LPJ-GUESS,1997,CD,lai,evspsblsoi,0.24410551793871577,0.5147839237799465,10708
LPJ-GUESS,1998,HW,precipitation,evapotrans,0.31219881433268204,0.5263295371877106,13303
LPJ-GUESS,1998,HW,lai,evapotrans,0.43401895326906303,0.7381453023509778,13303
LPJ-GUESS,1998,HW,precipitation,tran,0.2523787386982076,0.42186679052470216,13303
LPJ-GUESS,1998,HW,lai,tran,0.47724398193860956,0.7780330416987904,13303
LPJ-GUESS,1998,HW,precipitation,evspsblveg,0.3524380559758413,0.5725166188089174,13303
LPJ-GUESS,1998,HW,lai,evspsblveg,0.44577448469704667,0.7862306356276834,13303
LPJ-GUESS,1998,HW,precipitation,evspsblsoi,0.11779912057170648,0.299529494965434,13303
LPJ-GUESS,1998,HW,lai,evspsblsoi,0.126789845877187,0.2520594879667032,13303
LPJ-GUESS,1998,HD,precipitation,evapotrans,0.46954538366117315,0.6723644869750134,11875
LPJ-GUESS,1998,HD,lai,evapotrans,0.5086965443912812,0.7855313840155945,11875
LPJ-GUESS,1998,HD,precipitation,tran,0.44270047846889954,0.6506860180754918,11875
LPJ-GUESS,1998,HD,lai,tran,0.594198688640794,0.8653491405280879,11875
LPJ-GUESS,1998,HD,precipitation,evspsblveg,0.47098103845472267,0.6478648945596314,11875
LPJ-GUESS,1998,HD,lai,evspsblveg,0.5710063087010455,0.8022889243310296,11875
